coursename,courseid,accouncementcount,groupdiscussioncount,individualdiscussioncount,sectioncount,assignmentcount,gradedassignmentcount,nongradedassignmentcount,modulecount,wikipagecount,assignmentattachmentcount,courseattachmentcount,groupcount,quizcount,quizquestioncount,externaltoolcount,moduleurlcount,tacount,studentcount
ITA 201 Spring 2019,72360000000007481,0,0,0,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0
MW_AME 330: Digital-Physical Systems (2018 Fall),72360000000004578,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
HRC 200: Intro:Social/Cultural Analysis (2018 Fall),72360000000002295,11,0,8,1,26,26,0,5,0,3,53,0,0,0,0,0,0,35
DEV-2019Spring-ASUO-ITA550,72360000000007550,15,0,10,1,19,19,0,24,95,0,103,0,0,0,4,0,0,0
FSE 100: Introduction to Engineering (2018 Fall),72360000000003909,30,0,0,1,31,31,0,13,57,70,64,20,2,10,0,0,2,38
2. Asaf's Student Testing,72360000000000039,3,12,2,1,7,7,0,17,303,0,117,13,3,3,3,0,0,3
POS 348i: Do You Want to Build a Nation (2019 Spring - B),72360000000005721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRJ 518: Race/Ethnicity,Crime ",72360000000002045,9,0,9,1,7,7,0,0,0,0,73,0,0,0,0,0,0,20
ENG 302 iCourse A/B,72360000000005280,2,0,12,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
DEV-PAF200-MasterCourse,72360000000005218,0,28,2,1,18,18,0,13,27,0,76,4,0,0,3,0,0,0
SHS 577,72360000000005265,11,0,0,1,13,13,0,22,48,0,5,0,0,0,4,0,0,0
BIS 402 Europe,72360000000005912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vechever Canvas Sandbox,72360000000007297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spa 404 onl PAST,72360000000006614,11,0,6,1,39,39,0,46,119,0,0,0,0,0,0,0,0,0
SHS 205: Exploring Comm Disorders (2018 Fall - A),72360000000002600,15,0,6,1,27,27,0,10,31,19,83,0,1,1,5,0,0,50
Dev-canvas-4-jpp01,72360000000008250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGT 540: Entrepreneurship (2018 Fall - DYN),72360000000004205,3,0,0,1,7,7,0,5,0,0,32,0,0,0,0,11,0,44
MCO 120: Media and Society (2018 Fall - B),72360000000002022,8,68,7,1,21,21,0,8,50,24,89,13,1,10,3,0,1,232
CRD 302: Inclusive Community Developmnt (2018 Fall),72360000000003384,13,0,0,1,17,16,1,7,26,1,94,1,0,0,3,0,0,22
SES 494: Flying Science: Data from UAVs (2018 Fall),72360000000003779,3,0,4,1,3,3,0,3,1,0,20,0,0,0,0,0,0,7
FIN 331: Financial Markets/Institutions (2018 Fall),72360000000002778,1,0,0,1,2,2,0,0,10,0,20,0,0,0,3,0,0,0
PAF 421: Leadership Capstone (2018 Fall),72360000000001765,9,0,4,1,10,10,0,6,1,1,19,0,0,0,0,10,0,31
MHL 691: Exiled Composers (2018 Fall),72360000000003718,7,0,0,1,0,0,0,15,7,0,81,0,0,0,0,0,0,9
ENG 321: Shakespeare (2019 Spring),72360000000007599,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVELOPMENT IN-PERSON WPC 148,72360000000007350,0,0,0,1,0,0,0,1,33,0,50,0,0,0,3,0,0,0
MTC222 19th-Century Music Theory,72360000000003180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COM 316: Gender and Communication (2018 Fall),72360000000002229,11,0,12,1,16,16,0,16,3,0,16,0,1,1,0,0,0,40
HCD 550: Capstone (2019 Spring - A),72360000000007912,4,0,3,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
MKT 303  - Honors Marketing Theory & Practice (2018 Fall),72360000000001992,4,0,0,1,12,12,0,13,48,3,59,9,1,7,3,0,0,40
"REL 101 Religion, Culture, and Public Life",72360000000001948,0,16,4,1,8,8,0,35,102,0,320,5,0,0,0,0,0,0
SCM 479: Supply Chain Strategy (2018 Fall),72360000000003203,3,2,0,1,18,18,0,8,10,6,200,10,0,0,2,0,1,31
canvas dev for Com 207,72360000000006588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Food and Culture Template,72360000000008162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGR 104: Crit Inquiry in Engineering (2019 Spring - A),72360000000008092,0,0,11,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0
Canvas Training DEV - null,72360000000005293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONSA Fulbright UK Summer Institute Applicants,72360000000007823,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTR 500: Research Nutr I (2019 Spring - B),72360000000007433,3,0,10,1,30,30,0,32,85,0,1165,0,0,0,4,0,0,0
COM 230 ProMod Engineering (DEV),72360000000002969,0,0,0,1,0,0,0,0,1,0,40,6,0,0,0,0,0,0
ENG 218: Writing About Literature (2018 Fall - B),72360000000003626,0,0,7,1,12,12,0,10,26,0,61,0,1,2,0,5,0,15
HST 349: Early Middle Ages (2018 Fall),72360000000003739,1,0,0,1,11,11,0,0,0,23,63,0,3,30,0,0,0,24
Rodney Gemoll Dev Shell2,72360000000000104,0,0,2,1,22,22,0,16,93,0,242,0,0,0,0,3,0,0
Canvas Course Request Demo,72360000000003167,17,0,15,1,6,6,0,14,52,0,6,0,0,0,0,0,0,0
SOS 201: Introduction to ASU and SOS (2018 Fall - A),72360000000003038,8,0,3,1,26,26,0,9,57,3,9,0,0,0,5,0,0,12
Dev-LWaldenberger-Sandbox,72360000000003859,1,0,1,1,0,0,0,1,8,0,2,0,0,0,0,0,0,0
NUR 680: Research Practicum in Nursing (2019 Spring),72360000000007730,1,0,1,1,0,0,0,1,12,0,42,0,0,0,0,0,0,0
TEL 431: Learning in Workplaces (2018 Fall - B),72360000000005787,0,96,13,6,20,20,0,9,26,5,5,18,0,0,4,0,0,175
DEV-Rachel-Sandbox-3,72360000000002651,0,0,7,1,15,15,0,1,1,0,2,4,0,0,0,0,0,2
CIS 505: Online Intro to Enterprise Analytics (2019 Spring - DYN),72360000000007622,0,0,1,1,11,11,0,8,60,0,117,0,0,0,6,0,0,0
MTC 591: Phenomenology ,72360000000004310,2,0,8,1,6,6,0,0,2,0,39,0,0,0,0,0,0,9
SDO 598: Intellectual Property - Master (2018 Fall - A),72360000000002121,13,0,13,1,20,20,0,10,27,0,90,0,0,0,7,0,0,19
HST 591: Latin American History (2019 Spring - B),72360000000007721,1,0,8,1,23,23,0,8,26,0,20,0,0,0,4,0,0,0
DEV EEE 350 Random Signal Analysis on-ground Chao,72360000000008178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Introduction to Learning Management Systems,72360000000004887,2,0,1,1,4,4,0,1,5,0,2,0,0,0,0,0,0,0
DEV -SLC 201-Bahtchevanova,72360000000006823,0,0,2,1,37,37,0,61,169,0,176,0,0,0,3,0,0,0
BIO 331: Animal Behavior (2019 Spring),72360000000003642,1,0,0,1,25,25,0,3,20,0,26,0,0,0,0,61,0,0
DEV-ASU11-Master,72360000000002279,1,0,2,1,7,7,0,6,84,0,437,0,4,13,4,0,0,0
DEV_SST 691_2019_Canvas,72360000000006679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ART 116: Intro to Digital Media (2018 Fall),72360000000005054,15,0,1,1,15,15,0,0,43,7,65,0,2,20,1,0,0,18
CRJ 302: Research Methods (2018 Fall - A),72360000000003074,0,0,4,1,16,16,0,8,26,6,48,0,1,10,3,0,1,32
PSY 533: Structural Equation Modeling (2018 Fall),72360000000003699,1,0,0,1,4,4,0,0,2,0,108,0,0,0,0,0,1,39
ENG 352 Short Story,72360000000001989,0,0,18,1,38,38,0,40,90,0,18,0,0,0,0,0,0,0
Dev-canvas-4-tabrah,72360000000005374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-siminl,72360000000007640,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
TRIO Student Support Services & STEM at ASU Downtown,72360000000007952,57,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HON 370: History of Ideas (2018 Fall),72360000000004527,11,0,0,1,0,0,0,8,13,0,20,0,0,0,0,0,0,3
shs 573 - null,72360000000003698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UG Theories of Literacy,72360000000006122,3,0,23,1,4,4,0,11,10,0,34,0,0,0,0,0,0,0
ASB 326: Human Impacts on Ancient Envir (DEV),72360000000007156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPE 597: Capstone (2018 Fall - B),72360000000005614,11,3,3,3,14,14,0,8,22,6,2,9,0,0,4,0,3,45
CRJ 412: International Terrorism (2018 Fall - A),72360000000003089,13,0,6,1,8,8,0,9,29,33,85,0,0,0,3,0,0,23
EMS 502: Global Context I (2018 Fall - A),72360000000001835,13,0,4,1,6,6,0,10,42,1,45,0,2,2,16,0,2,24
2019 Summer Incoming MLS,72360000000005743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSW Online Center,72360000000001471,8,0,7,3,3,3,0,6,92,0,146,0,4,16,3,0,0,541
SWU 410: Social Work Practice II (2018 Fall),72360000000003748,4,0,1,1,21,21,0,1,2,8,3,0,0,0,0,0,0,19
COM 394: Intercultural Roleplay Games (2019 Spring),72360000000008196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGT 502: OMBA Org Theory/Behavior (2019 Spring - DYN),72360000000007016,0,0,7,1,10,10,0,9,38,0,43,0,1,17,6,0,2,0
WPC 480: Capstone Course (2018 Fall - B),72360000000004194,4,0,16,1,45,45,0,5,26,0,24,0,3,7,1,5,0,87
NUR 539: Practicum: Nursing Informatics (2019 Spring),72360000000008409,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-2018Fall-SHS205-Exploring-Communication,72360000000006902,15,0,6,1,25,25,0,10,30,0,86,0,0,0,5,0,0,0
SOS 320: Society and Sustainability (2018 Fall B Online - Lynn),72360000000006145,5,0,9,1,15,15,0,12,45,0,31,0,0,0,5,0,0,12
Dev-canvas-4-mbrough,72360000000007087,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
THP 301: Costume Construction (2019 Spring),72360000000007699,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGT 420: Human Resource Management (2018 Fall - B),72360000000006482,9,18,13,1,18,18,0,9,52,0,444,10,1,4,6,2,0,48
SOS 212: Calculus-Based Modeling (2018 Fall),72360000000002697,7,0,0,1,38,38,0,14,58,27,87,0,1,5,0,0,1,37
GBL 41: Basic 1 Reading/Writing (2018 Fall - A),72360000000004105,40,0,0,1,38,38,0,0,1,0,34,0,0,0,0,0,0,16
WST 701,72360000000005234,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
Dustin Pelzel Sandbox,72360000000005008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDO 598: HR & Employment Law - Masters (2018 Fall),72360000000002026,5,0,15,1,31,31,0,16,82,0,147,0,10,152,20,0,0,14
SDO 598: American Indian Law - Masters (2018 Fall - B),72360000000002126,8,0,10,1,21,21,0,10,28,1,60,0,2,4,7,0,0,15
DEV-IBC718-MASTER,72360000000007578,0,0,8,1,24,24,0,34,213,0,677,0,0,0,4,0,0,0
ENG 101: First-Year Composition (2018 Fall),72360000000003775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Canvas Course Demo,72360000000002175,1,0,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0
DEV-BIS301-SpC2019,72360000000005106,1,0,8,1,23,23,0,8,26,0,16,0,0,0,5,0,1,0
GCU 113: US and AZ Social Studies (2019 Spring - A),72360000000006134,5,0,6,1,3,3,0,8,25,0,13,0,0,0,4,0,0,0
SOS 171: Master (Online),72360000000006605,5,0,9,1,25,25,0,11,32,0,24,0,0,0,5,0,0,0
HC T1 Canvas Transition,72360000000000907,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0
SCM 502: Operations and Supply Mgmt (2018 Fall - Full-Time MBA),72360000000001578,7,0,0,1,15,15,0,15,2,0,33,0,0,0,4,8,4,90
Canvas Shell for GLG 301,72360000000002275,0,0,0,1,2,2,0,1,1,0,2,0,1,1,0,0,0,0
Core Studio I (2018 Fall),72360000000002049,1,0,2,1,0,0,0,14,1,0,129,0,0,0,0,8,0,36
GBL 63: Inter 1 Comm (2018 Fall - A),72360000000004278,2,0,0,1,28,28,0,8,0,9,0,1,0,0,0,1,1,4
BIS 402: Integrative Thinking (2019 Spring - B),72360000000008029,0,0,10,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0
Technology & Society Shell 2018,72360000000008195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEE 489: Mech Engineering Design II (2018 Fall - DEV),72360000000002477,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MED 300: Hist Contemp Issues in Health (2019 Spring),72360000000006243,8,0,1,1,6,6,0,26,57,0,332,0,0,0,4,0,0,0
FMP 255: Media Authorship (2018 Fall - B),72360000000006087,7,0,9,1,14,14,0,4,25,0,37,0,1,1,1,0,1,74
Leveraging Technology for Learning eBook (Dev),72360000000003217,0,0,0,1,0,0,0,18,238,0,156,0,0,0,0,5,0,0
ENG 413: History of English Language (2018 Fall),72360000000002282,2,0,1,1,7,6,1,4,0,2,7,0,0,0,0,14,0,10
MAE 520: Stress Analysis (2018 Fall),72360000000004059,39,5,0,1,1,1,0,0,0,2,29,48,0,0,0,0,1,47
DEV-HST318-mclark45,72360000000005986,6,144,1,1,32,32,0,24,172,0,41,10,0,0,4,0,0,0
PSB 580: Practicum (2018 Fall),72360000000003907,0,0,1,1,5,5,0,0,0,0,9,5,0,0,0,0,0,17
EEE 481: Computer-Controlled Systems (2018 Fall),72360000000003444,15,0,1,1,27,27,0,18,35,12,144,2,2,2,3,2,2,29
CRJ 554: Homeland Security (2018 Fall - B),72360000000005419,15,0,5,1,8,8,0,9,17,2,79,0,0,0,3,0,0,30
Training/Development,72360000000004864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHPRS Sandbox,72360000000002192,2,6,12,1,5,5,0,17,53,0,45,4,0,0,0,0,0,1
ASB 452: Commnty Partnrshps Global Hlth (2019 Spring),72360000000004762,2,0,0,1,0,0,0,5,10,0,0,0,0,0,0,0,1,0
DEV - PRM 120 - MasterCourse,72360000000007807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSE 335: Princ of Mobile App Dev (2019 Spring),72360000000007356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Housing Operations,72360000000005866,10,0,0,1,1,1,0,14,95,0,993,0,0,0,0,5,0,24
DEV-2019Spring-EXW400,72360000000007682,19,0,7,1,15,15,0,43,132,0,90,0,0,0,4,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000003945,16,0,12,1,31,31,0,12,22,3,26,0,0,0,0,2,0,17
IFT 489_onsite: TCP/IP,72360000000006216,0,0,0,1,26,26,0,1,3,0,31,0,0,0,0,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000003924,10,0,12,1,31,31,0,12,22,11,25,0,0,0,0,2,0,23
ENG 791: Job Market Workshop (2019 Spring),72360000000007207,6,3,7,1,0,0,0,10,15,0,0,1,0,0,0,0,0,0
CHS 100,72360000000005669,0,0,0,1,0,0,0,2,9,0,5,0,0,0,4,0,0,0
ABS 494: Emerging Infections ,72360000000005719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG 333: American Ethnic Literature (2018 Fall - A),72360000000001678,14,0,11,1,26,26,0,9,50,15,27,0,0,0,3,0,0,32
STP 451: Quality Improvement (2019 Spring),72360000000005987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HST 302: Women, War and Peace (2019 Spring)",72360000000006051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIN 421: Security Analys Portfolio Mgmt (2018 Fall),72360000000001523,21,0,0,1,60,60,0,15,10,7,89,22,5,5,2,2,1,32
DEV-2019Spring-GIS211-dtong4,72360000000006152,12,0,10,1,36,36,0,18,129,0,152,0,0,0,4,0,0,0
DEV-2019Spring-ASUO-SPA412,72360000000006471,8,0,2,1,33,33,0,29,100,0,269,0,0,0,4,0,0,0
GAP 47: Applied Academic English II (2018 Fall),72360000000004086,7,0,0,1,22,22,0,0,0,0,0,0,0,0,0,0,0,9
MAT 210: Brief Calculus (2018 Fall),72360000000003902,11,0,0,1,15,15,0,0,1,0,60,0,0,0,0,0,1,73
MKT 502: Marketing Management (2018 Fall - DYN),72360000000004983,7,0,0,3,12,12,0,7,0,0,28,0,7,35,5,1,3,176
ENG 375: Virgin LTD/Richard Branson (2018 Fall - DYN),72360000000002846,4,0,7,1,9,9,0,9,25,0,6,0,0,0,0,1,0,13
GBL 63: Inter 1 Comm (2018 Fall - A),72360000000004124,24,0,0,1,15,15,0,2,0,0,15,0,0,0,0,0,0,15
The Human Event (DEV),72360000000001766,0,2,2,1,20,20,0,2,0,0,12,2,0,0,0,0,0,0
DEV TDM 372 - Tourism Planning,72360000000001396,0,4,3,1,10,10,0,0,0,0,2,4,0,0,0,0,0,0
HCR 561: Conduct of Clinical Research (2019 Spring - A),72360000000006265,27,0,7,1,19,19,0,8,50,0,59,0,2,7,4,0,0,0
Canvas Shell (DEV),72360000000001676,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DEV HCR220 (2018 Fall) Migration,72360000000002368,1,0,3,1,3,3,0,15,110,0,68,0,0,0,0,24,0,0
Kathy Testing,72360000000000347,0,3,8,1,16,16,0,1,2,0,3,3,3,18,0,0,0,3
PSY 517: Quantitative Analysis III (2018 Fall),72360000000002925,10,0,0,1,7,7,0,5,0,1,116,0,0,0,0,0,0,10
ART 113: Color (2018 Fall),72360000000003845,0,0,0,1,12,12,0,0,0,0,4,0,0,0,0,0,0,22
HST 330: Historical Thinking (2019 Spring - A),72360000000008021,15,0,2,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
SCM-SOS 385: Business and Sustainability I - Fall A ,72360000000002310,22,0,16,1,25,25,0,9,51,0,122,0,1,1,6,0,1,55
PSY 394/BIO 394: Dog Behavior (2019 Spring - A),72360000000006155,12,0,10,1,41,41,0,8,102,0,88,0,0,0,4,7,1,0
Dev-canvas-4-deb3425,72360000000007920,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBL 73: ST: English Communication (2018 Fall - A),72360000000004473,16,0,1,1,19,19,0,0,3,0,7,0,3,25,0,0,0,15
CRJ 516: Seminar in Crim Jus Org & Mgmt (2018 Fall - B),72360000000005417,12,0,6,1,19,19,0,6,34,0,120,0,0,0,3,0,0,14
HON 272: The Human Event (2019 Spring),72360000000006816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah's Sandbox,72360000000004734,1,0,18,6,52,52,0,18,43,0,46,0,1,8,2,0,0,1
HCR 240: Human Pathophysiology (2019 Spring),72360000000007733,1,0,1,1,0,0,0,1,12,0,42,0,0,0,0,0,0,0
GIS 471: Spatial Stats Geog & Planning (2019 Spring),72360000000008124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REL 310: Western Religious Traditions (2018 Fall),72360000000003289,5,0,0,1,15,15,0,0,0,0,4,0,3,120,0,0,0,14
ACC 430: Taxes and Business Decisions (2018 fall),72360000000002300,14,0,0,1,8,8,0,0,18,0,60,0,0,0,0,0,1,32
ART 112: 2-D Design (2018 Fall),72360000000004482,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
SCM 521: Supply Management/Negotiation (2019 Spring - DYN),72360000000007723,0,0,1,1,1,1,0,3,26,0,38,0,0,0,6,0,0,0
HSM 502: Business of Health Care (2019 Spring - DYN),72360000000007501,0,0,0,1,4,4,0,3,23,0,44,0,0,0,5,1,2,0
SOC 210: Sociology of Murder (2018 Fall),72360000000004600,20,0,18,1,66,66,0,12,6,14,1,0,18,87,0,0,0,58
HST 451: Chinese Cultural History I (2018 Fall),72360000000002224,21,13,10,1,21,21,0,11,27,1,67,19,0,0,0,0,0,23
Introduction to Learning Management Systems (DEV),72360000000001674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA 322 Modern Italian Culture Spring 2019,72360000000007484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CIS 440: Capstone in Information System (2018 Fall),72360000000002889,8,0,0,1,2,2,0,5,10,0,51,8,5,52,3,1,0,43
Dev-canvas-4-pkodi,72360000000007566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGT 586: Basics of Strategic Leadership (2018 Fall - DYN),72360000000002108,5,0,7,1,23,23,0,15,12,11,404,0,0,0,5,0,2,29
PHI 101: Introduction to Philosophy (2018 Fall),72360000000002622,32,112,25,1,49,35,14,9,67,0,79,16,3,6,0,1,0,184
CRJ 512: Seminar in Policing (2018 Fall - B),72360000000005436,8,0,7,1,8,8,0,8,25,0,77,0,0,0,3,0,0,39
CHM 116 Laboratory Spring 2019,72360000000007498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRJ 501: Seminar in Criminal Justice (2019 Spring - A),72360000000008411,0,0,8,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0
DEV-CRJ443-MasterCourse,72360000000003117,0,0,7,1,13,13,0,8,17,0,93,0,0,0,3,0,0,0
Developmental Psychology: Fabricius,72360000000007839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ART 115: 3-D Design (2018 Fall),72360000000004549,0,0,0,1,10,10,0,2,0,3,1,0,1,9,0,0,0,16
ACC 340: External Reporting I (2019 Spring),72360000000006986,14,0,0,1,10,10,0,1,23,0,73,0,0,0,3,15,0,0
PSY 330: Statistical Methods (2018 Fall),72360000000003042,25,0,0,1,23,18,5,7,1,5,507,0,4,94,0,0,0,29
STP 226: Elements of Statistics (2018 Fall - B) 83940 Irwin,72360000000003477,12,0,1,1,26,26,0,6,181,0,339,0,0,0,0,2,0,96
STP 530: Applied Regression Analysis (2018 Fall),72360000000003771,0,0,0,1,0,0,0,0,1,0,38,0,0,0,0,0,1,37
CSE 572: Data Mining (2018 Fall),72360000000004574,18,2,0,1,3,3,0,6,4,1,47,30,0,0,0,0,3,128
COM 310: Relational Communication (2019 Spring),72360000000005920,0,0,4,1,14,14,0,5,4,0,15,0,0,0,0,0,0,0
CHM 598: Mass Spect (2018 Fall),72360000000003331,3,0,0,1,0,0,0,9,0,0,72,0,0,0,0,19,0,20
DEV Fall 2018,72360000000002018,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SCM 545: Cases in Global Logistics (2019 Spring - DYN),72360000000006475,0,0,0,1,4,4,0,3,23,0,44,0,0,0,5,1,0,0
Composition Seminar,72360000000005088,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,16
DEV - HST 302: WWII Comparative Perspective - F2F,72360000000008064,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
EGR 104: Crit Inquiry in Engineering (2019 Spring),72360000000007410,0,0,11,1,21,21,0,8,55,0,280,0,0,0,3,0,0,0
ENG 597: Graduate Capstone Seminar (2018 Fall - B),72360000000002856,0,8,4,1,11,10,1,8,62,4,21,8,0,0,3,1,0,23
ACC 573: Taxation/Pass-Through Entities (2019 Spring - DYN),72360000000006923,0,0,0,1,0,0,0,4,23,0,15,0,0,0,5,0,0,0
ECN 312: Intermediate Microeconomics Theory (DEVELOPMENT),72360000000000486,0,0,2,1,7,7,0,2,33,0,6,0,0,0,2,1,0,1
Canvas Dev,72360000000002700,0,0,1,1,0,0,0,2,1,0,0,0,1,2,0,0,0,0
ENG 217: Writing Reflective Essays (2019 Spring - A),72360000000006493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHM 116: General Chemistry II (2018 Fall - B) - Mujica,72360000000006280,37,0,5,1,35,35,0,13,100,2,365,0,7,26,3,0,2,64
CIS 308: Advanced Excel in Business (2018 Fall - B)- Huntsinger,72360000000002306,7,0,25,1,39,39,0,9,98,2,477,0,1,1,16,1,1,80
Canvas Course Request Demo,72360000000002415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG 328: The Novel to Jane Austen (2019 Spring - A),72360000000008003,0,0,6,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0
GRA 121: Principles Graphic Design I (2018 Fall),72360000000004602,0,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,13
DEV-2019Spring-MED445,72360000000002169,0,0,1,1,11,11,0,12,38,0,56,0,7,105,3,0,0,0
ASU 11: ASU Online Orientation -- 9/24-9/30/18 - 94645,72360000000005369,9,0,2,1,8,7,1,6,82,0,438,0,0,0,4,0,1,71
Topic: Civ Prac: Artists (DEV),72360000000002748,0,0,1,1,3,3,0,0,2,0,1,0,0,0,0,0,0,0
"PHI 319: Philosophy, Computing & AI (2019 Spring - A)",72360000000007448,16,0,17,1,16,16,0,8,46,0,14,0,0,0,4,0,0,0
Alavi-FRE 311,72360000000005473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NUR 618: Research-Based Health Policy (2018 Fall),72360000000003812,1,0,1,1,0,0,0,1,12,0,43,0,0,0,0,0,0,3
English Workshops,72360000000003424,1,0,0,1,10,10,0,5,11,0,4,0,0,0,1,26,0,25
HCD 532: Health Care Mgt & Finance (2019 Spring - B),72360000000007933,10,0,3,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0
Justin's Dev Shell,72360000000000369,0,0,12,1,15,15,0,2,28,0,20,0,0,0,0,0,0,0
SOS 111/PUP190: Sustainable Cities,72360000000002346,15,81,8,1,11,11,0,9,35,41,11,103,3,86,6,0,4,281
FA18_ENG 301: Writing for the Professions (77562),72360000000003179,1,0,1,1,35,35,0,11,7,27,43,6,0,0,0,34,0,22
LIA 101: Student Success in CLAS (2018 Fall),72360000000003969,13,0,12,1,31,31,0,12,22,13,27,0,0,0,0,2,3,18
Russian Culture,72360000000004865,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0
DEV TEM 482 Start-Up Workshop 1,72360000000006060,0,0,0,1,0,0,0,19,73,0,46,0,0,0,0,0,1,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000003984,21,0,12,1,31,31,0,12,22,13,26,0,0,0,0,2,0,21
MAT 210: Brief Calculus (2018 Fall),72360000000003904,13,0,0,1,15,15,0,3,7,0,61,0,0,0,0,0,1,76
InstructureCon 2019,72360000000003068,1,0,0,1,0,0,0,3,13,0,8,0,0,0,1,0,0,0
Dev-canvas-4-ddiazgom,72360000000006360,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUP 642: Urbn ,72360000000003778,8,0,2,1,11,11,0,0,5,1,62,0,1,5,0,0,1,14
Introduction to Canvas LMS (DEV),72360000000002480,8,14,6,1,8,8,0,14,51,0,0,9,0,0,0,0,0,0
SPA 426,72360000000007999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIS 494: Geodesign and Urban Planning (2018 Fall - B),72360000000002344,5,0,1,1,10,10,0,8,32,0,38,15,3,31,3,1,0,43
ASU 101-CEE-Kavazanjian: The ASU Experience (2018 Fall - A),72360000000004388,6,0,0,1,21,21,0,9,60,56,91,6,0,0,0,27,1,16
